"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N",
"1500000US170318237042","Block Group 2, Census Tract 8237.04, Cook County, Illinois","1783","308","1475","1461","1361","31","1","59","0","9","14","14","2","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318237043","Block Group 3, Census Tract 8237.04, Cook County, Illinois","1247","184","1063","1041","978","22","0","32","0","9","22","22","4","10","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318237051","Block Group 1, Census Tract 8237.05, Cook County, Illinois","1397","231","1166","1123","1020","57","0","34","0","12","43","41","4","3","29","0","4","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318237052","Block Group 2, Census Tract 8237.05, Cook County, Illinois","758","98","660","631","584","21","0","25","0","1","29","29","7","2","13","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318237053","Block Group 3, Census Tract 8237.05, Cook County, Illinois","853","143","710","698","636","36","0","25","0","1","12","12","1","1","6","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318237054","Block Group 4, Census Tract 8237.05, Cook County, Illinois","1658","290","1368","1304","1190","48","0","61","0","5","64","61","9","1","31","0","14","0","4","0","2","0","0","0","0","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238011","Block Group 1, Census Tract 8238.01, Cook County, Illinois","2841","252","2589","2510","2314","31","0","155","2","8","79","79","10","15","19","0","32","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238012","Block Group 2, Census Tract 8238.01, Cook County, Illinois","2151","94","2057","2026","1966","11","0","43","0","6","31","31","3","11","11","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238013","Block Group 3, Census Tract 8238.01, Cook County, Illinois","881","68","813","769","743","2","2","16","0","6","44","44","2","8","5","0","24","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238031","Block Group 1, Census Tract 8238.03, Cook County, Illinois","2299","254","2045","1993","1868","68","2","49","0","6","52","51","6","16","17","0","11","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238032","Block Group 2, Census Tract 8238.03, Cook County, Illinois","1291","175","1116","1097","1038","17","0","35","0","7","19","19","1","3","6","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238033","Block Group 3, Census Tract 8238.03, Cook County, Illinois","2108","225","1883","1854","1771","32","3","39","0","9","29","29","6","3","14","0","2","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238034","Block Group 4, Census Tract 8238.03, Cook County, Illinois","1448","140","1308","1285","1224","27","1","24","0","9","23","23","4","0","8","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238051","Block Group 1, Census Tract 8238.05, Cook County, Illinois","1220","98","1122","1104","1021","50","1","22","0","10","18","16","1","8","3","0","3","1","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238052","Block Group 2, Census Tract 8238.05, Cook County, Illinois","591","46","545","534","497","18","0","16","0","3","11","10","0","3","2","0","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238053","Block Group 3, Census Tract 8238.05, Cook County, Illinois","1378","85","1293","1246","1198","8","1","26","0","13","47","45","14","5","14","0","11","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238061","Block Group 1, Census Tract 8238.06, Cook County, Illinois","1127","170","957","927","884","12","0","29","0","2","30","26","4","3","4","1","12","2","0","0","0","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238062","Block Group 2, Census Tract 8238.06, Cook County, Illinois","931","77","854","834","798","21","0","12","0","3","20","18","4","3","11","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238063","Block Group 3, Census Tract 8238.06, Cook County, Illinois","869","128","741","711","567","98","0","29","0","17","30","29","3","16","8","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318238064","Block Group 4, Census Tract 8238.06, Cook County, Illinois","920","140","780","739","657","44","3","25","1","9","41","38","1","10","12","0","14","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239011","Block Group 1, Census Tract 8239.01, Cook County, Illinois","2079","139","1940","1882","1692","53","0","128","0","9","58","56","10","11","22","0","12","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239012","Block Group 2, Census Tract 8239.01, Cook County, Illinois","1436","87","1349","1328","1261","38","0","25","0","4","21","21","8","3","3","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239031","Block Group 1, Census Tract 8239.03, Cook County, Illinois","1370","82","1288","1266","1189","41","0","34","0","2","22","20","0","1","9","0","10","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239032","Block Group 2, Census Tract 8239.03, Cook County, Illinois","983","49","934","915","897","10","0","4","0","4","19","19","2","9","2","0","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239033","Block Group 3, Census Tract 8239.03, Cook County, Illinois","1014","83","931","912","903","4","0","4","0","1","19","18","3","12","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239034","Block Group 4, Census Tract 8239.03, Cook County, Illinois","1290","91","1199","1179","1130","12","0","28","0","9","20","17","1","5","5","0","6","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239041","Block Group 1, Census Tract 8239.04, Cook County, Illinois","687","38","649","637","628","4","1","3","0","1","12","11","2","3","0","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239042","Block Group 2, Census Tract 8239.04, Cook County, Illinois","843","28","815","807","790","8","1","6","0","2","8","8","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239043","Block Group 3, Census Tract 8239.04, Cook County, Illinois","822","42","780","765","734","1","0","27","0","3","15","14","0","1","9","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318239044","Block Group 4, Census Tract 8239.04, Cook County, Illinois","1691","57","1634","1612","1552","7","0","43","0","10","22","22","7","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240031","Block Group 1, Census Tract 8240.03, Cook County, Illinois","2484","226","2258","2187","2142","19","0","14","1","11","71","70","7","22","9","0","31","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240032","Block Group 2, Census Tract 8240.03, Cook County, Illinois","2333","137","2196","2162","2099","17","0","40","1","5","34","33","3","9","11","0","8","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240033","Block Group 3, Census Tract 8240.03, Cook County, Illinois","1425","67","1358","1328","1301","3","0","19","3","2","30","29","3","10","6","0","10","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240041","Block Group 1, Census Tract 8240.04, Cook County, Illinois","2591","161","2430","2361","2254","22","0","79","0","6","69","69","12","18","25","0","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240042","Block Group 2, Census Tract 8240.04, Cook County, Illinois","1726","99","1627","1580","1539","13","0","27","0","1","47","47","6","16","15","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240043","Block Group 3, Census Tract 8240.04, Cook County, Illinois","1057","45","1012","1002","981","7","0","11","1","2","10","10","1","2","1","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240051","Block Group 1, Census Tract 8240.05, Cook County, Illinois","2006","139","1867","1835","1735","24","1","75","0","0","32","31","2","8","14","0","4","2","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240052","Block Group 2, Census Tract 8240.05, Cook County, Illinois","1892","167","1725","1664","1605","18","1","40","0","0","61","58","5","20","11","0","22","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240053","Block Group 3, Census Tract 8240.05, Cook County, Illinois","2035","144","1891","1826","1737","13","1","75","0","0","65","64","4","10","26","0","23","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240061","Block Group 1, Census Tract 8240.06, Cook County, Illinois","2740","193","2547","2479","2335","31","0","111","0","2","68","65","2","14","33","0","15","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318240062","Block Group 2, Census Tract 8240.06, Cook County, Illinois","2356","165","2191","2156","2082","24","0","49","0","1","35","35","5","11","7","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241051","Block Group 1, Census Tract 8241.05, Cook County, Illinois","2797","218","2579","2507","2228","166","0","104","0","9","72","72","13","1","24","0","33","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241052","Block Group 2, Census Tract 8241.05, Cook County, Illinois","1420","115","1305","1270","1193","19","0","56","0","2","35","35","4","2","17","0","6","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241053","Block Group 3, Census Tract 8241.05, Cook County, Illinois","1081","80","1001","982","906","7","0","67","1","1","19","19","2","1","11","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241054","Block Group 4, Census Tract 8241.05, Cook County, Illinois","1999","155","1844","1800","1633","37","0","123","0","7","44","44","5","12","8","0","17","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241061","Block Group 1, Census Tract 8241.06, Cook County, Illinois","2158","174","1984","1922","1785","46","4","80","0","7","62","62","8","17","25","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241062","Block Group 2, Census Tract 8241.06, Cook County, Illinois","2364","271","2093","2059","1886","65","0","107","0","1","34","31","1","1","11","0","15","1","0","0","1","0","0","0","1","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241063","Block Group 3, Census Tract 8241.06, Cook County, Illinois","2499","209","2290","2240","2033","89","1","117","0","0","50","48","12","10","14","0","11","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241071","Block Group 1, Census Tract 8241.07, Cook County, Illinois","818","71","747","701","650","27","0","20","0","4","46","45","5","5","25","0","9","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241072","Block Group 2, Census Tract 8241.07, Cook County, Illinois","1223","127","1096","1080","1018","15","0","39","0","8","16","16","1","0","8","0","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241073","Block Group 3, Census Tract 8241.07, Cook County, Illinois","2218","116","2102","2064","1878","64","1","109","0","12","38","35","9","2","11","0","11","0","0","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241074","Block Group 4, Census Tract 8241.07, Cook County, Illinois","2488","248","2240","2178","1951","109","3","108","0","7","62","60","10","5","16","0","28","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241131","Block Group 1, Census Tract 8241.13, Cook County, Illinois","1182","76","1106","1061","957","22","0","78","0","4","45","43","2","7","8","0","26","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241132","Block Group 2, Census Tract 8241.13, Cook County, Illinois","1674","131","1543","1501","1349","47","0","101","0","4","42","40","2","4","15","0","14","1","1","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241133","Block Group 3, Census Tract 8241.13, Cook County, Illinois","2313","133","2180","2133","1952","25","1","146","0","9","47","47","1","12","21","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241134","Block Group 4, Census Tract 8241.13, Cook County, Illinois","1153","72","1081","1051","1019","7","1","23","0","1","30","30","1","10","9","1","5","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241141","Block Group 1, Census Tract 8241.14, Cook County, Illinois","3274","157","3117","3027","2537","185","0","301","0","4","90","84","11","7","44","0","19","0","0","0","0","0","0","0","1","2","0","4","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241142","Block Group 2, Census Tract 8241.14, Cook County, Illinois","2025","225","1800","1756","1642","31","2","74","1","6","44","40","6","11","7","0","11","0","5","0","0","0","0","0","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241151","Block Group 1, Census Tract 8241.15, Cook County, Illinois","1812","150","1662","1602","1521","39","2","33","0","7","60","58","6","16","15","0","17","2","1","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241152","Block Group 2, Census Tract 8241.15, Cook County, Illinois","2031","321","1710","1654","1491","57","1","99","0","6","56","55","12","14","18","0","11","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241161","Block Group 1, Census Tract 8241.16, Cook County, Illinois","1837","249","1588","1542","1258","164","4","105","0","11","46","44","9","3","9","0","18","2","0","2","1","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241162","Block Group 2, Census Tract 8241.16, Cook County, Illinois","721","77","644","628","591","20","0","14","0","3","16","16","1","7","2","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241163","Block Group 3, Census Tract 8241.16, Cook County, Illinois","1469","308","1161","1123","983","66","2","55","0","17","38","38","11","4","10","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241164","Block Group 4, Census Tract 8241.16, Cook County, Illinois","1217","76","1141","1103","1007","41","5","47","1","2","38","38","7","0","21","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241191","Block Group 1, Census Tract 8241.19, Cook County, Illinois","1748","101","1647","1616","1415","70","1","129","0","1","31","30","3","4","17","0","4","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241192","Block Group 2, Census Tract 8241.19, Cook County, Illinois","1395","94","1301","1254","1141","39","0","73","0","1","47","47","1","4","28","0","8","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241193","Block Group 3, Census Tract 8241.19, Cook County, Illinois","2313","156","2157","2107","1935","47","1","123","0","1","50","40","5","3","19","0","10","0","2","0","1","0","0","0","0","0","0","10","5","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241211","Block Group 1, Census Tract 8241.21, Cook County, Illinois","1770","147","1623","1575","1470","44","0","55","1","5","48","47","3","10","22","0","10","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241212","Block Group 2, Census Tract 8241.21, Cook County, Illinois","1368","105","1263","1225","1151","43","0","28","1","2","38","36","3","10","16","0","6","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241221","Block Group 1, Census Tract 8241.22, Cook County, Illinois","1731","123","1608","1577","1497","27","0","48","0","5","31","31","6","7","12","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241222","Block Group 2, Census Tract 8241.22, Cook County, Illinois","2494","159","2335","2283","2132","55","0","95","0","1","52","49","8","15","9","0","15","0","1","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1500000US170318241223","Block Group 3, Census Tract 8241.22, Cook County, Illinois","1984","156","1828","1779","1533","81","0","164","0","1","49","49","3","6","19","0","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
