geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170310630002,"Block Group 2, Census Tract 630",1172,1087,21,64,"[1172, 1087, 21, 64]"
1500000US170310630003,"Block Group 3, Census Tract 630",618,533,42,43,"[618, 533, 42, 43]"
1500000US170310631001,"Block Group 1, Census Tract 631",1075,1016,6,53,"[1075, 1016, 6, 53]"
1500000US170310631002,"Block Group 2, Census Tract 631",955,845,38,72,"[955, 845, 38, 72]"
1500000US170310632001,"Block Group 1, Census Tract 632",965,867,49,49,"[965, 867, 49, 49]"
1500000US170310632002,"Block Group 2, Census Tract 632",503,470,6,27,"[503, 470, 6, 27]"
1500000US170310632003,"Block Group 3, Census Tract 632",920,798,41,81,"[920, 798, 41, 81]"
1500000US170310632004,"Block Group 4, Census Tract 632",1251,1121,54,76,"[1251, 1121, 54, 76]"
1500000US170310632005,"Block Group 5, Census Tract 632",754,662,20,72,"[754, 662, 20, 72]"
1500000US170310632006,"Block Group 6, Census Tract 632",1424,1206,94,124,"[1424, 1206, 94, 124]"
1500000US170310633011,"Block Group 1, Census Tract 633.01",953,799,78,76,"[953, 799, 78, 76]"
1500000US170310633012,"Block Group 2, Census Tract 633.01",711,637,37,37,"[711, 637, 37, 37]"
1500000US170310633013,"Block Group 3, Census Tract 633.01",712,599,61,52,"[712, 599, 61, 52]"
1500000US170310633021,"Block Group 1, Census Tract 633.02",1454,1316,36,102,"[1454, 1316, 36, 102]"
1500000US170310633022,"Block Group 2, Census Tract 633.02",758,695,16,47,"[758, 695, 16, 47]"
1500000US170310633023,"Block Group 3, Census Tract 633.02",650,578,33,39,"[650, 578, 33, 39]"
1500000US170310633024,"Block Group 4, Census Tract 633.02",759,681,37,41,"[759, 681, 37, 41]"
1500000US170310633031,"Block Group 1, Census Tract 633.03",413,398,4,11,"[413, 398, 4, 11]"
1500000US170310633032,"Block Group 2, Census Tract 633.03",699,672,10,17,"[699, 672, 10, 17]"
1500000US170310634001,"Block Group 1, Census Tract 634",1100,956,65,79,"[1100, 956, 65, 79]"
1500000US170310634002,"Block Group 2, Census Tract 634",950,859,25,66,"[950, 859, 25, 66]"
1500000US170310701011,"Block Group 1, Census Tract 701.01",1260,1207,15,38,"[1260, 1207, 15, 38]"
1500000US170310701012,"Block Group 2, Census Tract 701.01",1156,1097,14,45,"[1156, 1097, 14, 45]"
1500000US170310701013,"Block Group 3, Census Tract 701.01",1101,977,47,77,"[1101, 977, 47, 77]"
1500000US170310701021,"Block Group 1, Census Tract 701.02",952,845,34,73,"[952, 845, 34, 73]"
1500000US170310701022,"Block Group 2, Census Tract 701.02",552,512,8,32,"[552, 512, 8, 32]"
1500000US170310701023,"Block Group 3, Census Tract 701.02",715,645,25,45,"[715, 645, 25, 45]"
1500000US170310701031,"Block Group 1, Census Tract 701.03",728,642,31,55,"[728, 642, 31, 55]"
1500000US170310701032,"Block Group 2, Census Tract 701.03",797,733,26,38,"[797, 733, 26, 38]"
1500000US170310702001,"Block Group 1, Census Tract 702",1644,1474,74,96,"[1644, 1474, 74, 96]"
1500000US170310702002,"Block Group 2, Census Tract 702",1022,934,48,40,"[1022, 934, 48, 40]"
1500000US170310702003,"Block Group 3, Census Tract 702",942,871,16,55,"[942, 871, 16, 55]"
1500000US170310703001,"Block Group 1, Census Tract 703",1769,1661,24,84,"[1769, 1661, 24, 84]"
1500000US170310703002,"Block Group 2, Census Tract 703",1417,1301,30,86,"[1417, 1301, 30, 86]"
1500000US170310704001,"Block Group 1, Census Tract 704",1110,895,87,128,"[1110, 895, 87, 128]"
1500000US170310704002,"Block Group 2, Census Tract 704",820,776,7,37,"[820, 776, 7, 37]"
1500000US170310704003,"Block Group 3, Census Tract 704",914,872,10,32,"[914, 872, 10, 32]"
1500000US170310705001,"Block Group 1, Census Tract 705",918,876,11,31,"[918, 876, 11, 31]"
1500000US170310705002,"Block Group 2, Census Tract 705",1017,871,80,66,"[1017, 871, 80, 66]"
1500000US170310705003,"Block Group 3, Census Tract 705",888,826,8,54,"[888, 826, 8, 54]"
1500000US170310706001,"Block Group 1, Census Tract 706",1647,1479,18,150,"[1647, 1479, 18, 150]"
1500000US170310706002,"Block Group 2, Census Tract 706",1175,1090,11,74,"[1175, 1090, 11, 74]"
1500000US170310707001,"Block Group 1, Census Tract 707",2198,1953,45,200,"[2198, 1953, 45, 200]"
1500000US170310707002,"Block Group 2, Census Tract 707",1024,658,163,203,"[1024, 658, 163, 203]"
1500000US170310710001,"Block Group 1, Census Tract 710",2498,2102,190,206,"[2498, 2102, 190, 206]"
1500000US170310710002,"Block Group 2, Census Tract 710",1731,1617,23,91,"[1731, 1617, 23, 91]"
1500000US170310711001,"Block Group 1, Census Tract 711",1535,1380,56,99,"[1535, 1380, 56, 99]"
1500000US170310711002,"Block Group 2, Census Tract 711",1252,1136,37,79,"[1252, 1136, 37, 79]"
1500000US170310712001,"Block Group 1, Census Tract 712",866,806,10,50,"[866, 806, 10, 50]"
1500000US170310712002,"Block Group 2, Census Tract 712",945,822,57,66,"[945, 822, 57, 66]"
1500000US170310713001,"Block Group 1, Census Tract 713",1616,1525,27,64,"[1616, 1525, 27, 64]"
1500000US170310713002,"Block Group 2, Census Tract 713",1679,1588,26,65,"[1679, 1588, 26, 65]"
1500000US170310714001,"Block Group 1, Census Tract 714",755,643,50,62,"[755, 643, 50, 62]"
1500000US170310714002,"Block Group 2, Census Tract 714",1606,1375,152,79,"[1606, 1375, 152, 79]"
1500000US170310714003,"Block Group 3, Census Tract 714",1372,1275,31,66,"[1372, 1275, 31, 66]"
1500000US170310714004,"Block Group 4, Census Tract 714",528,497,24,7,"[528, 497, 24, 7]"
1500000US170310715001,"Block Group 1, Census Tract 715",1046,986,14,46,"[1046, 986, 14, 46]"
1500000US170310715002,"Block Group 2, Census Tract 715",1042,994,18,30,"[1042, 994, 18, 30]"
1500000US170310715003,"Block Group 3, Census Tract 715",1201,1096,32,73,"[1201, 1096, 32, 73]"
1500000US170310715004,"Block Group 4, Census Tract 715",1004,762,200,42,"[1004, 762, 200, 42]"
1500000US170310715005,"Block Group 5, Census Tract 715",593,576,2,15,"[593, 576, 2, 15]"
1500000US170310715006,"Block Group 6, Census Tract 715",611,574,7,30,"[611, 574, 7, 30]"
1500000US170310716001,"Block Group 1, Census Tract 716",1704,1520,101,83,"[1704, 1520, 101, 83]"
1500000US170310717001,"Block Group 1, Census Tract 717",708,618,62,28,"[708, 618, 62, 28]"
1500000US170310717002,"Block Group 2, Census Tract 717",863,690,126,47,"[863, 690, 126, 47]"
1500000US170310718001,"Block Group 1, Census Tract 718",2028,1532,409,87,"[2028, 1532, 409, 87]"
1500000US170310718002,"Block Group 2, Census Tract 718",512,485,7,20,"[512, 485, 7, 20]"
1500000US170310801001,"Block Group 1, Census Tract 801",476,446,6,24,"[476, 446, 6, 24]"
1500000US170310801002,"Block Group 2, Census Tract 801",1017,967,22,28,"[1017, 967, 22, 28]"
1500000US170310801003,"Block Group 3, Census Tract 801",855,771,34,50,"[855, 771, 34, 50]"
1500000US170310801004,"Block Group 4, Census Tract 801",1061,1015,19,27,"[1061, 1015, 19, 27]"
1500000US170310801005,"Block Group 5, Census Tract 801",1027,932,47,48,"[1027, 932, 47, 48]"
1500000US170310801006,"Block Group 6, Census Tract 801",757,711,12,34,"[757, 711, 12, 34]"
1500000US170310801007,"Block Group 7, Census Tract 801",530,504,6,20,"[530, 504, 6, 20]"
1500000US170310802011,"Block Group 1, Census Tract 802.01",1301,1197,49,55,"[1301, 1197, 49, 55]"
1500000US170310802012,"Block Group 2, Census Tract 802.01",1314,1225,42,47,"[1314, 1225, 42, 47]"
1500000US170310802013,"Block Group 3, Census Tract 802.01",498,469,14,15,"[498, 469, 14, 15]"
1500000US170310802021,"Block Group 1, Census Tract 802.02",496,461,10,25,"[496, 461, 10, 25]"
1500000US170310802022,"Block Group 2, Census Tract 802.02",1160,1100,22,38,"[1160, 1100, 22, 38]"
1500000US170310802023,"Block Group 3, Census Tract 802.02",1612,1472,45,95,"[1612, 1472, 45, 95]"
1500000US170310803001,"Block Group 1, Census Tract 803",667,602,31,34,"[667, 602, 31, 34]"
1500000US170310803002,"Block Group 2, Census Tract 803",1513,1259,183,71,"[1513, 1259, 183, 71]"
1500000US170310803003,"Block Group 3, Census Tract 803",782,712,30,40,"[782, 712, 30, 40]"
1500000US170310803004,"Block Group 4, Census Tract 803",1009,940,22,47,"[1009, 940, 22, 47]"
1500000US170310804001,"Block Group 1, Census Tract 804",2531,645,1820,66,"[2531, 645, 1820, 66]"
1500000US170310804002,"Block Group 2, Census Tract 804",575,35,521,19,"[575, 35, 521, 19]"
1500000US170310804003,"Block Group 3, Census Tract 804",1099,857,210,32,"[1099, 857, 210, 32]"
1500000US170310810001,"Block Group 1, Census Tract 810",328,303,7,18,"[328, 303, 7, 18]"
1500000US170310810002,"Block Group 2, Census Tract 810",1160,982,107,71,"[1160, 982, 107, 71]"
1500000US170310810003,"Block Group 3, Census Tract 810",917,733,120,64,"[917, 733, 120, 64]"
1500000US170310810004,"Block Group 4, Census Tract 810",1207,858,254,95,"[1207, 858, 254, 95]"
1500000US170310810005,"Block Group 5, Census Tract 810",2030,1802,123,105,"[2030, 1802, 123, 105]"
1500000US170310810006,"Block Group 6, Census Tract 810",1176,801,306,69,"[1176, 801, 306, 69]"
1500000US170310811001,"Block Group 1, Census Tract 811",971,895,26,50,"[971, 895, 26, 50]"
1500000US170310811002,"Block Group 2, Census Tract 811",1037,656,333,48,"[1037, 656, 333, 48]"
1500000US170310811003,"Block Group 3, Census Tract 811",1270,1068,103,99,"[1270, 1068, 103, 99]"
1500000US170310812011,"Block Group 1, Census Tract 812.01",754,702,23,29,"[754, 702, 23, 29]"
1500000US170310812012,"Block Group 2, Census Tract 812.01",1945,1698,116,131,"[1945, 1698, 116, 131]"
1500000US170310812013,"Block Group 3, Census Tract 812.01",1022,936,39,47,"[1022, 936, 39, 47]"
1500000US170310812021,"Block Group 1, Census Tract 812.02",551,524,14,13,"[551, 524, 14, 13]"
1500000US170310812022,"Block Group 2, Census Tract 812.02",796,748,11,37,"[796, 748, 11, 37]"
1500000US170310812023,"Block Group 3, Census Tract 812.02",778,689,40,49,"[778, 689, 40, 49]"
1500000US170310812024,"Block Group 4, Census Tract 812.02",731,699,8,24,"[731, 699, 8, 24]"
1500000US170310813001,"Block Group 1, Census Tract 813",688,627,33,28,"[688, 627, 33, 28]"
1500000US170310813002,"Block Group 2, Census Tract 813",499,457,13,29,"[499, 457, 13, 29]"
1500000US170310813003,"Block Group 3, Census Tract 813",706,634,29,43,"[706, 634, 29, 43]"
1500000US170310813004,"Block Group 4, Census Tract 813",1340,1226,66,48,"[1340, 1226, 66, 48]"
1500000US170310813005,"Block Group 5, Census Tract 813",576,541,21,14,"[576, 541, 21, 14]"
1500000US170310813006,"Block Group 6, Census Tract 813",577,538,14,25,"[577, 538, 14, 25]"
1500000US170310814011,"Block Group 1, Census Tract 814.01",834,759,28,47,"[834, 759, 28, 47]"
1500000US170310814012,"Block Group 2, Census Tract 814.01",1093,916,102,75,"[1093, 916, 102, 75]"
1500000US170310814021,"Block Group 1, Census Tract 814.02",1647,1337,203,107,"[1647, 1337, 203, 107]"
1500000US170310814022,"Block Group 2, Census Tract 814.02",1149,1050,39,60,"[1149, 1050, 39, 60]"
1500000US170310814023,"Block Group 3, Census Tract 814.02",631,549,40,42,"[631, 549, 40, 42]"
1500000US170310814031,"Block Group 1, Census Tract 814.03",2219,1955,109,155,"[2219, 1955, 109, 155]"
1500000US170310814032,"Block Group 2, Census Tract 814.03",1114,948,83,83,"[1114, 948, 83, 83]"
1500000US170310814033,"Block Group 3, Census Tract 814.03",1519,1325,73,121,"[1519, 1325, 73, 121]"
1500000US170310815001,"Block Group 1, Census Tract 815",1135,1042,38,55,"[1135, 1042, 38, 55]"
1500000US170310815002,"Block Group 2, Census Tract 815",1320,1213,32,75,"[1320, 1213, 32, 75]"
1500000US170310815003,"Block Group 3, Census Tract 815",1196,1043,75,78,"[1196, 1043, 75, 78]"
1500000US170310816001,"Block Group 1, Census Tract 816",2246,2004,108,134,"[2246, 2004, 108, 134]"
1500000US170310816002,"Block Group 2, Census Tract 816",790,727,16,47,"[790, 727, 16, 47]"
1500000US170310817001,"Block Group 1, Census Tract 817",1093,794,213,86,"[1093, 794, 213, 86]"
1500000US170310817002,"Block Group 2, Census Tract 817",1584,1245,107,232,"[1584, 1245, 107, 232]"
1500000US170310818001,"Block Group 1, Census Tract 818",2907,2690,69,148,"[2907, 2690, 69, 148]"
1500000US170310818002,"Block Group 2, Census Tract 818",1865,1687,79,99,"[1865, 1687, 79, 99]"
1500000US170310818003,"Block Group 3, Census Tract 818",1351,1272,31,48,"[1351, 1272, 31, 48]"
1500000US170310819001,"Block Group 1, Census Tract 819",993,421,549,23,"[993, 421, 549, 23]"
1500000US170310901001,"Block Group 1, Census Tract 901",962,873,7,82,"[962, 873, 7, 82]"
1500000US170310901002,"Block Group 2, Census Tract 901",882,806,1,75,"[882, 806, 1, 75]"
1500000US170310901003,"Block Group 3, Census Tract 901",663,598,1,64,"[663, 598, 1, 64]"
1500000US170310901004,"Block Group 4, Census Tract 901",787,734,0,53,"[787, 734, 0, 53]"
1500000US170310902001,"Block Group 1, Census Tract 902",916,844,2,70,"[916, 844, 2, 70]"
1500000US170310902002,"Block Group 2, Census Tract 902",1244,1123,1,120,"[1244, 1123, 1, 120]"
1500000US170310902003,"Block Group 3, Census Tract 902",1464,1340,4,120,"[1464, 1340, 4, 120]"
1500000US170310902004,"Block Group 4, Census Tract 902",1868,1725,6,137,"[1868, 1725, 6, 137]"
1500000US170310902005,"Block Group 5, Census Tract 902",926,872,5,49,"[926, 872, 5, 49]"
1500000US170310903001,"Block Group 1, Census Tract 903",1339,1231,2,106,"[1339, 1231, 2, 106]"
1500000US170311001001,"Block Group 1, Census Tract 1001",1186,975,18,193,"[1186, 975, 18, 193]"
1500000US170311001002,"Block Group 2, Census Tract 1001",1502,1232,5,265,"[1502, 1232, 5, 265]"
1500000US170311001003,"Block Group 3, Census Tract 1001",805,718,14,73,"[805, 718, 14, 73]"
1500000US170311001004,"Block Group 4, Census Tract 1001",475,378,2,95,"[475, 378, 2, 95]"
1500000US170311001005,"Block Group 5, Census Tract 1001",1045,925,3,117,"[1045, 925, 3, 117]"
1500000US170311002001,"Block Group 1, Census Tract 1002",1081,907,11,163,"[1081, 907, 11, 163]"
1500000US170311002002,"Block Group 2, Census Tract 1002",781,695,0,86,"[781, 695, 0, 86]"
1500000US170311002003,"Block Group 3, Census Tract 1002",1147,990,6,151,"[1147, 990, 6, 151]"
1500000US170311002004,"Block Group 4, Census Tract 1002",869,760,1,108,"[869, 760, 1, 108]"
1500000US170311002005,"Block Group 5, Census Tract 1002",1049,909,6,134,"[1049, 909, 6, 134]"
1500000US170311002006,"Block Group 6, Census Tract 1002",881,799,1,81,"[881, 799, 1, 81]"
1500000US170311002007,"Block Group 7, Census Tract 1002",752,680,4,68,"[752, 680, 4, 68]"
1500000US170311003001,"Block Group 1, Census Tract 1003",1075,912,6,157,"[1075, 912, 6, 157]"
1500000US170311003002,"Block Group 2, Census Tract 1003",1230,1054,4,172,"[1230, 1054, 4, 172]"
1500000US170311003003,"Block Group 3, Census Tract 1003",702,646,1,55,"[702, 646, 1, 55]"
1500000US170311003004,"Block Group 4, Census Tract 1003",1067,990,2,75,"[1067, 990, 2, 75]"
1500000US170311003005,"Block Group 5, Census Tract 1003",869,774,7,88,"[869, 774, 7, 88]"
1500000US170311003006,"Block Group 6, Census Tract 1003",1005,950,2,53,"[1005, 950, 2, 53]"
1500000US170311004001,"Block Group 1, Census Tract 1004",816,756,0,60,"[816, 756, 0, 60]"
1500000US170311004002,"Block Group 2, Census Tract 1004",865,766,0,99,"[865, 766, 0, 99]"
1500000US170311004003,"Block Group 3, Census Tract 1004",1262,1072,9,181,"[1262, 1072, 9, 181]"
1500000US170311005001,"Block Group 1, Census Tract 1005",921,818,3,100,"[921, 818, 3, 100]"
1500000US170311005002,"Block Group 2, Census Tract 1005",666,569,6,91,"[666, 569, 6, 91]"
1500000US170311005003,"Block Group 3, Census Tract 1005",878,792,1,85,"[878, 792, 1, 85]"
1500000US170311005004,"Block Group 4, Census Tract 1005",1249,1118,9,122,"[1249, 1118, 9, 122]"
1500000US170311005005,"Block Group 5, Census Tract 1005",1738,1522,14,202,"[1738, 1522, 14, 202]"
1500000US170311006001,"Block Group 1, Census Tract 1006",953,796,13,144,"[953, 796, 13, 144]"
1500000US170311006002,"Block Group 2, Census Tract 1006",993,837,10,146,"[993, 837, 10, 146]"
1500000US170311006003,"Block Group 3, Census Tract 1006",1054,880,5,169,"[1054, 880, 5, 169]"
1500000US170311006004,"Block Group 4, Census Tract 1006",1534,1302,1,231,"[1534, 1302, 1, 231]"
1500000US170311007001,"Block Group 1, Census Tract 1007",763,635,1,127,"[763, 635, 1, 127]"
1500000US170311007002,"Block Group 2, Census Tract 1007",853,765,1,87,"[853, 765, 1, 87]"
1500000US170311007003,"Block Group 3, Census Tract 1007",896,744,2,150,"[896, 744, 2, 150]"
1500000US170311007004,"Block Group 4, Census Tract 1007",812,714,0,98,"[812, 714, 0, 98]"
1500000US170311007005,"Block Group 5, Census Tract 1007",1158,953,10,195,"[1158, 953, 10, 195]"
1500000US170311101001,"Block Group 1, Census Tract 1101",1217,959,31,227,"[1217, 959, 31, 227]"
1500000US170311101002,"Block Group 2, Census Tract 1101",1007,792,17,198,"[1007, 792, 17, 198]"
1500000US170311101003,"Block Group 3, Census Tract 1101",562,422,8,132,"[562, 422, 8, 132]"
1500000US170311101004,"Block Group 4, Census Tract 1101",965,791,4,170,"[965, 791, 4, 170]"
1500000US170311101005,"Block Group 5, Census Tract 1101",1082,960,4,118,"[1082, 960, 4, 118]"
1500000US170311102001,"Block Group 1, Census Tract 1102",1408,1080,15,313,"[1408, 1080, 15, 313]"
1500000US170311102002,"Block Group 2, Census Tract 1102",1147,917,7,223,"[1147, 917, 7, 223]"
1500000US170311103001,"Block Group 1, Census Tract 1103",660,506,19,135,"[660, 506, 19, 135]"
1500000US170311103002,"Block Group 2, Census Tract 1103",939,770,9,160,"[939, 770, 9, 160]"
1500000US170311103003,"Block Group 3, Census Tract 1103",654,497,6,151,"[654, 497, 6, 151]"
1500000US170311103004,"Block Group 4, Census Tract 1103",1214,1003,4,207,"[1214, 1003, 4, 207]"
1500000US170311103005,"Block Group 5, Census Tract 1103",1235,980,5,250,"[1235, 980, 5, 250]"
1500000US170311104001,"Block Group 1, Census Tract 1104",1525,1118,19,388,"[1525, 1118, 19, 388]"
1500000US170311104002,"Block Group 2, Census Tract 1104",1276,1011,21,244,"[1276, 1011, 21, 244]"
1500000US170311104003,"Block Group 3, Census Tract 1104",1238,962,7,269,"[1238, 962, 7, 269]"
1500000US170311105011,"Block Group 1, Census Tract 1105.01",1084,823,18,243,"[1084, 823, 18, 243]"
1500000US170311105012,"Block Group 2, Census Tract 1105.01",732,520,4,208,"[732, 520, 4, 208]"
1500000US170311105013,"Block Group 3, Census Tract 1105.01",1332,869,25,438,"[1332, 869, 25, 438]"
1500000US170311105014,"Block Group 4, Census Tract 1105.01",300,212,5,83,"[300, 212, 5, 83]"
1500000US170311105015,"Block Group 5, Census Tract 1105.01",595,470,5,120,"[595, 470, 5, 120]"
1500000US170311105021,"Block Group 1, Census Tract 1105.02",1346,1094,28,224,"[1346, 1094, 28, 224]"
1500000US170311105022,"Block Group 2, Census Tract 1105.02",1499,1055,18,426,"[1499, 1055, 18, 426]"
1500000US170311201001,"Block Group 1, Census Tract 1201",1367,1266,7,94,"[1367, 1266, 7, 94]"
