geoid,Geographic Area Name,Total Population,White Population,Black Population,Hispanic Population,racial_population_list
1500000US170318030173,"Block Group 3, Census Tract 8030.17",1747,1152,77,518,"[1747, 1152, 77, 518]"
1500000US170318031001,"Block Group 1, Census Tract 8031",1867,1776,17,74,"[1867, 1776, 17, 74]"
1500000US170318031002,"Block Group 2, Census Tract 8031",1471,1409,11,51,"[1471, 1409, 11, 51]"
1500000US170318032001,"Block Group 1, Census Tract 8032",1774,1679,15,80,"[1774, 1679, 15, 80]"
1500000US170318032002,"Block Group 2, Census Tract 8032",2418,2337,7,74,"[2418, 2337, 7, 74]"
1500000US170318032003,"Block Group 3, Census Tract 8032",1213,1107,25,81,"[1213, 1107, 25, 81]"
1500000US170318033001,"Block Group 1, Census Tract 8033",1973,1781,21,171,"[1973, 1781, 21, 171]"
1500000US170318033002,"Block Group 2, Census Tract 8033",1523,1437,19,67,"[1523, 1437, 19, 67]"
1500000US170318033003,"Block Group 3, Census Tract 8033",1544,1443,20,81,"[1544, 1443, 20, 81]"
1500000US170318034001,"Block Group 1, Census Tract 8034",877,863,0,14,"[877, 863, 0, 14]"
1500000US170318034002,"Block Group 2, Census Tract 8034",859,820,21,18,"[859, 820, 21, 18]"
1500000US170318034003,"Block Group 3, Census Tract 8034",957,903,18,36,"[957, 903, 18, 36]"
1500000US170318034004,"Block Group 4, Census Tract 8034",1388,1313,15,60,"[1388, 1313, 15, 60]"
1500000US170318034005,"Block Group 5, Census Tract 8034",909,863,4,42,"[909, 863, 4, 42]"
1500000US170318034006,"Block Group 6, Census Tract 8034",1094,1048,6,40,"[1094, 1048, 6, 40]"
1500000US170318035001,"Block Group 1, Census Tract 8035",818,788,6,24,"[818, 788, 6, 24]"
1500000US170318035002,"Block Group 2, Census Tract 8035",997,964,3,30,"[997, 964, 3, 30]"
1500000US170318035003,"Block Group 3, Census Tract 8035",1368,1262,9,97,"[1368, 1262, 9, 97]"
1500000US170318035004,"Block Group 4, Census Tract 8035",1429,1396,2,31,"[1429, 1396, 2, 31]"
1500000US170318035005,"Block Group 5, Census Tract 8035",996,955,2,39,"[996, 955, 2, 39]"
1500000US170318036031,"Block Group 1, Census Tract 8036.03",1612,1520,43,49,"[1612, 1520, 43, 49]"
1500000US170318036032,"Block Group 2, Census Tract 8036.03",1002,974,2,26,"[1002, 974, 2, 26]"
1500000US170318036033,"Block Group 3, Census Tract 8036.03",1978,1883,25,70,"[1978, 1883, 25, 70]"
1500000US170318036034,"Block Group 4, Census Tract 8036.03",1055,1017,4,34,"[1055, 1017, 4, 34]"
1500000US170318036041,"Block Group 1, Census Tract 8036.04",992,915,25,52,"[992, 915, 25, 52]"
1500000US170318036042,"Block Group 2, Census Tract 8036.04",1119,952,31,136,"[1119, 952, 31, 136]"
1500000US170318036043,"Block Group 3, Census Tract 8036.04",1135,1054,10,71,"[1135, 1054, 10, 71]"
1500000US170318036044,"Block Group 4, Census Tract 8036.04",763,604,23,136,"[763, 604, 23, 136]"
1500000US170318036051,"Block Group 1, Census Tract 8036.05",1402,1321,22,59,"[1402, 1321, 22, 59]"
1500000US170318036052,"Block Group 2, Census Tract 8036.05",1144,1090,5,49,"[1144, 1090, 5, 49]"
1500000US170318036053,"Block Group 3, Census Tract 8036.05",1240,1209,5,26,"[1240, 1209, 5, 26]"
1500000US170318036054,"Block Group 4, Census Tract 8036.05",2508,1315,155,1038,"[2508, 1315, 155, 1038]"
1500000US170318036061,"Block Group 1, Census Tract 8036.06",1697,524,138,1035,"[1697, 524, 138, 1035]"
1500000US170318036062,"Block Group 2, Census Tract 8036.06",2018,317,79,1622,"[2018, 317, 79, 1622]"
1500000US170318036063,"Block Group 3, Census Tract 8036.06",2617,919,98,1600,"[2617, 919, 98, 1600]"
1500000US170318036064,"Block Group 4, Census Tract 8036.06",1324,440,63,821,"[1324, 440, 63, 821]"
1500000US170318036071,"Block Group 1, Census Tract 8036.07",797,732,2,63,"[797, 732, 2, 63]"
1500000US170318036072,"Block Group 2, Census Tract 8036.07",922,873,11,38,"[922, 873, 11, 38]"
1500000US170318036073,"Block Group 3, Census Tract 8036.07",1973,1822,26,125,"[1973, 1822, 26, 125]"
1500000US170318036074,"Block Group 4, Census Tract 8036.07",1141,1043,9,89,"[1141, 1043, 9, 89]"
1500000US170318036081,"Block Group 1, Census Tract 8036.08",2277,2205,10,62,"[2277, 2205, 10, 62]"
1500000US170318036082,"Block Group 2, Census Tract 8036.08",2323,1802,121,400,"[2323, 1802, 121, 400]"
1500000US170318036083,"Block Group 3, Census Tract 8036.08",2049,1327,259,463,"[2049, 1327, 259, 463]"
1500000US170318036101,"Block Group 1, Census Tract 8036.10",1307,1198,16,93,"[1307, 1198, 16, 93]"
1500000US170318036102,"Block Group 2, Census Tract 8036.10",722,615,31,76,"[722, 615, 31, 76]"
1500000US170318036103,"Block Group 3, Census Tract 8036.10",1669,1575,16,78,"[1669, 1575, 16, 78]"
1500000US170318036104,"Block Group 4, Census Tract 8036.10",2478,1924,167,387,"[2478, 1924, 167, 387]"
1500000US170318036111,"Block Group 1, Census Tract 8036.11",535,383,22,130,"[535, 383, 22, 130]"
1500000US170318036112,"Block Group 2, Census Tract 8036.11",1447,351,21,1075,"[1447, 351, 21, 1075]"
1500000US170318036113,"Block Group 3, Census Tract 8036.11",1501,730,92,679,"[1501, 730, 92, 679]"
1500000US170318036114,"Block Group 4, Census Tract 8036.11",622,475,15,132,"[622, 475, 15, 132]"
1500000US170318036115,"Block Group 5, Census Tract 8036.11",1488,508,106,874,"[1488, 508, 106, 874]"
1500000US170318036121,"Block Group 1, Census Tract 8036.12",2024,558,253,1213,"[2024, 558, 253, 1213]"
1500000US170318036122,"Block Group 2, Census Tract 8036.12",1174,945,52,177,"[1174, 945, 52, 177]"
1500000US170318037011,"Block Group 1, Census Tract 8037.01",1116,1023,19,74,"[1116, 1023, 19, 74]"
1500000US170318037012,"Block Group 2, Census Tract 8037.01",1310,1143,24,143,"[1310, 1143, 24, 143]"
1500000US170318037021,"Block Group 1, Census Tract 8037.02",843,804,6,33,"[843, 804, 6, 33]"
1500000US170318037022,"Block Group 2, Census Tract 8037.02",1792,1691,18,83,"[1792, 1691, 18, 83]"
1500000US170318037023,"Block Group 3, Census Tract 8037.02",1560,1422,6,132,"[1560, 1422, 6, 132]"
1500000US170318037024,"Block Group 4, Census Tract 8037.02",1506,1225,27,254,"[1506, 1225, 27, 254]"
1500000US170318038001,"Block Group 1, Census Tract 8038",1144,950,26,168,"[1144, 950, 26, 168]"
1500000US170318038002,"Block Group 2, Census Tract 8038",779,695,4,80,"[779, 695, 4, 80]"
1500000US170318038003,"Block Group 3, Census Tract 8038",1588,1417,10,161,"[1588, 1417, 10, 161]"
1500000US170318038004,"Block Group 4, Census Tract 8038",954,855,7,92,"[954, 855, 7, 92]"
1500000US170318039011,"Block Group 1, Census Tract 8039.01",1696,1561,20,115,"[1696, 1561, 20, 115]"
1500000US170318039012,"Block Group 2, Census Tract 8039.01",1497,1264,23,210,"[1497, 1264, 23, 210]"
1500000US170318039021,"Block Group 1, Census Tract 8039.02",1030,889,10,131,"[1030, 889, 10, 131]"
1500000US170318039022,"Block Group 2, Census Tract 8039.02",1106,954,6,146,"[1106, 954, 6, 146]"
1500000US170318039023,"Block Group 3, Census Tract 8039.02",1309,1078,19,212,"[1309, 1078, 19, 212]"
1500000US170318040001,"Block Group 1, Census Tract 8040",1679,1363,11,305,"[1679, 1363, 11, 305]"
1500000US170318040002,"Block Group 2, Census Tract 8040",2723,2347,22,354,"[2723, 2347, 22, 354]"
1500000US170318041021,"Block Group 1, Census Tract 8041.02",2112,2018,2,92,"[2112, 2018, 2, 92]"
1500000US170318041022,"Block Group 2, Census Tract 8041.02",1939,1866,11,62,"[1939, 1866, 11, 62]"
1500000US170318041023,"Block Group 3, Census Tract 8041.02",2176,2094,23,59,"[2176, 2094, 23, 59]"
1500000US170318041041,"Block Group 1, Census Tract 8041.04",1368,1302,14,52,"[1368, 1302, 14, 52]"
1500000US170318041042,"Block Group 2, Census Tract 8041.04",1235,1086,48,101,"[1235, 1086, 48, 101]"
1500000US170318041043,"Block Group 3, Census Tract 8041.04",1031,950,20,61,"[1031, 950, 20, 61]"
1500000US170318041051,"Block Group 1, Census Tract 8041.05",1351,1272,23,56,"[1351, 1272, 23, 56]"
1500000US170318041052,"Block Group 2, Census Tract 8041.05",1332,1283,16,33,"[1332, 1283, 16, 33]"
1500000US170318041053,"Block Group 3, Census Tract 8041.05",821,783,6,32,"[821, 783, 6, 32]"
1500000US170318041061,"Block Group 1, Census Tract 8041.06",1434,1382,12,40,"[1434, 1382, 12, 40]"
1500000US170318041062,"Block Group 2, Census Tract 8041.06",1349,1174,17,158,"[1349, 1174, 17, 158]"
1500000US170318041063,"Block Group 3, Census Tract 8041.06",1226,1180,15,31,"[1226, 1180, 15, 31]"
1500000US170318041064,"Block Group 4, Census Tract 8041.06",1454,1373,9,72,"[1454, 1373, 9, 72]"
1500000US170318041081,"Block Group 1, Census Tract 8041.08",1120,893,101,126,"[1120, 893, 101, 126]"
1500000US170318041082,"Block Group 2, Census Tract 8041.08",1317,782,263,272,"[1317, 782, 263, 272]"
1500000US170318041091,"Block Group 1, Census Tract 8041.09",1139,1104,7,28,"[1139, 1104, 7, 28]"
1500000US170318041092,"Block Group 2, Census Tract 8041.09",1602,1459,40,103,"[1602, 1459, 40, 103]"
1500000US170318042011,"Block Group 1, Census Tract 8042.01",1937,1824,14,99,"[1937, 1824, 14, 99]"
1500000US170318042012,"Block Group 2, Census Tract 8042.01",2260,2174,37,49,"[2260, 2174, 37, 49]"
1500000US170318042013,"Block Group 3, Census Tract 8042.01",1509,1446,12,51,"[1509, 1446, 12, 51]"
1500000US170318042014,"Block Group 4, Census Tract 8042.01",1072,1040,9,23,"[1072, 1040, 9, 23]"
1500000US170318042021,"Block Group 1, Census Tract 8042.02",551,487,8,56,"[551, 487, 8, 56]"
1500000US170318042022,"Block Group 2, Census Tract 8042.02",2568,2436,35,97,"[2568, 2436, 35, 97]"
1500000US170318042023,"Block Group 3, Census Tract 8042.02",801,762,11,28,"[801, 762, 11, 28]"
1500000US170318042024,"Block Group 4, Census Tract 8042.02",2340,2183,19,138,"[2340, 2183, 19, 138]"
1500000US170318043051,"Block Group 1, Census Tract 8043.05",1681,780,42,859,"[1681, 780, 42, 859]"
1500000US170318043052,"Block Group 2, Census Tract 8043.05",1466,792,27,647,"[1466, 792, 27, 647]"
1500000US170318043053,"Block Group 3, Census Tract 8043.05",1380,851,87,442,"[1380, 851, 87, 442]"
1500000US170318043054,"Block Group 4, Census Tract 8043.05",2069,1569,136,364,"[2069, 1569, 136, 364]"
1500000US170318043061,"Block Group 1, Census Tract 8043.06",2327,1237,59,1031,"[2327, 1237, 59, 1031]"
1500000US170318043062,"Block Group 2, Census Tract 8043.06",982,524,15,443,"[982, 524, 15, 443]"
1500000US170318043063,"Block Group 3, Census Tract 8043.06",881,442,21,418,"[881, 442, 21, 418]"
1500000US170318043064,"Block Group 4, Census Tract 8043.06",1198,723,35,440,"[1198, 723, 35, 440]"
1500000US170318043081,"Block Group 1, Census Tract 8043.08",1598,1399,63,136,"[1598, 1399, 63, 136]"
1500000US170318043082,"Block Group 2, Census Tract 8043.08",1794,1144,132,518,"[1794, 1144, 132, 518]"
1500000US170318043083,"Block Group 3, Census Tract 8043.08",898,781,38,79,"[898, 781, 38, 79]"
1500000US170318043091,"Block Group 1, Census Tract 8043.09",2003,899,54,1050,"[2003, 899, 54, 1050]"
1500000US170318043092,"Block Group 2, Census Tract 8043.09",926,594,82,250,"[926, 594, 82, 250]"
1500000US170318043101,"Block Group 1, Census Tract 8043.10",1989,1626,35,328,"[1989, 1626, 35, 328]"
1500000US170318043102,"Block Group 2, Census Tract 8043.10",2386,1509,116,761,"[2386, 1509, 116, 761]"
1500000US170318043103,"Block Group 3, Census Tract 8043.10",1448,1241,46,161,"[1448, 1241, 46, 161]"
1500000US170318043104,"Block Group 4, Census Tract 8043.10",1295,1080,60,155,"[1295, 1080, 60, 155]"
1500000US170318043111,"Block Group 1, Census Tract 8043.11",1518,1350,38,130,"[1518, 1350, 38, 130]"
1500000US170318043112,"Block Group 2, Census Tract 8043.11",4494,2861,193,1440,"[4494, 2861, 193, 1440]"
1500000US170318044031,"Block Group 1, Census Tract 8044.03",1156,590,37,529,"[1156, 590, 37, 529]"
1500000US170318044032,"Block Group 2, Census Tract 8044.03",1550,686,120,744,"[1550, 686, 120, 744]"
1500000US170318044033,"Block Group 3, Census Tract 8044.03",3017,2153,202,662,"[3017, 2153, 202, 662]"
1500000US170318044041,"Block Group 1, Census Tract 8044.04",1281,195,49,1037,"[1281, 195, 49, 1037]"
1500000US170318044042,"Block Group 2, Census Tract 8044.04",1131,383,21,727,"[1131, 383, 21, 727]"
1500000US170318044043,"Block Group 3, Census Tract 8044.04",1448,926,57,465,"[1448, 926, 57, 465]"
1500000US170318044044,"Block Group 4, Census Tract 8044.04",913,316,29,568,"[913, 316, 29, 568]"
1500000US170318044051,"Block Group 1, Census Tract 8044.05",2039,489,177,1373,"[2039, 489, 177, 1373]"
1500000US170318044052,"Block Group 2, Census Tract 8044.05",1442,296,373,773,"[1442, 296, 373, 773]"
1500000US170318044061,"Block Group 1, Census Tract 8044.06",2065,867,145,1053,"[2065, 867, 145, 1053]"
1500000US170318044062,"Block Group 2, Census Tract 8044.06",1845,626,85,1134,"[1845, 626, 85, 1134]"
1500000US170318044063,"Block Group 3, Census Tract 8044.06",1492,690,61,741,"[1492, 690, 61, 741]"
1500000US170318045051,"Block Group 1, Census Tract 8045.05",929,861,16,52,"[929, 861, 16, 52]"
1500000US170318045052,"Block Group 2, Census Tract 8045.05",1073,689,115,269,"[1073, 689, 115, 269]"
1500000US170318045053,"Block Group 3, Census Tract 8045.05",1582,1316,35,231,"[1582, 1316, 35, 231]"
1500000US170318045061,"Block Group 1, Census Tract 8045.06",1104,1048,11,45,"[1104, 1048, 11, 45]"
1500000US170318045062,"Block Group 2, Census Tract 8045.06",1262,1153,53,56,"[1262, 1153, 53, 56]"
1500000US170318045063,"Block Group 3, Census Tract 8045.06",2187,1681,130,376,"[2187, 1681, 130, 376]"
1500000US170318045071,"Block Group 1, Census Tract 8045.07",3068,2607,112,349,"[3068, 2607, 112, 349]"
1500000US170318045072,"Block Group 2, Census Tract 8045.07",2773,2447,59,267,"[2773, 2447, 59, 267]"
1500000US170318045073,"Block Group 3, Census Tract 8045.07",2810,2187,201,422,"[2810, 2187, 201, 422]"
1500000US170318045074,"Block Group 4, Census Tract 8045.07",689,606,4,79,"[689, 606, 4, 79]"
1500000US170318045081,"Block Group 1, Census Tract 8045.08",1989,796,193,1000,"[1989, 796, 193, 1000]"
1500000US170318045091,"Block Group 1, Census Tract 8045.09",1166,546,34,586,"[1166, 546, 34, 586]"
1500000US170318045092,"Block Group 2, Census Tract 8045.09",1489,598,73,818,"[1489, 598, 73, 818]"
1500000US170318045093,"Block Group 3, Census Tract 8045.09",1562,198,99,1265,"[1562, 198, 99, 1265]"
1500000US170318045094,"Block Group 4, Census Tract 8045.09",1425,438,68,919,"[1425, 438, 68, 919]"
1500000US170318045101,"Block Group 1, Census Tract 8045.10",1239,341,32,866,"[1239, 341, 32, 866]"
1500000US170318045102,"Block Group 2, Census Tract 8045.10",1099,221,24,854,"[1099, 221, 24, 854]"
1500000US170318045103,"Block Group 3, Census Tract 8045.10",2392,192,86,2114,"[2392, 192, 86, 2114]"
1500000US170318045104,"Block Group 4, Census Tract 8045.10",1232,371,27,834,"[1232, 371, 27, 834]"
1500000US170318045111,"Block Group 1, Census Tract 8045.11",1410,352,115,943,"[1410, 352, 115, 943]"
1500000US170318045112,"Block Group 2, Census Tract 8045.11",630,97,19,514,"[630, 97, 19, 514]"
1500000US170318046031,"Block Group 1, Census Tract 8046.03",2373,936,194,1243,"[2373, 936, 194, 1243]"
1500000US170318046032,"Block Group 2, Census Tract 8046.03",945,686,104,155,"[945, 686, 104, 155]"
1500000US170318046033,"Block Group 3, Census Tract 8046.03",1100,891,76,133,"[1100, 891, 76, 133]"
1500000US170318046061,"Block Group 1, Census Tract 8046.06",751,685,3,63,"[751, 685, 3, 63]"
1500000US170318046062,"Block Group 2, Census Tract 8046.06",2111,1987,16,108,"[2111, 1987, 16, 108]"
1500000US170318046063,"Block Group 3, Census Tract 8046.06",1127,1031,29,67,"[1127, 1031, 29, 67]"
1500000US170318046064,"Block Group 4, Census Tract 8046.06",2084,1990,14,80,"[2084, 1990, 14, 80]"
1500000US170318046071,"Block Group 1, Census Tract 8046.07",1734,1635,9,90,"[1734, 1635, 9, 90]"
1500000US170318046072,"Block Group 2, Census Tract 8046.07",1605,1404,72,129,"[1605, 1404, 72, 129]"
1500000US170318046073,"Block Group 3, Census Tract 8046.07",1336,1289,12,35,"[1336, 1289, 12, 35]"
1500000US170318046074,"Block Group 4, Census Tract 8046.07",1202,1027,80,95,"[1202, 1027, 80, 95]"
1500000US170318046081,"Block Group 1, Census Tract 8046.08",1080,839,84,157,"[1080, 839, 84, 157]"
1500000US170318046082,"Block Group 2, Census Tract 8046.08",688,474,25,189,"[688, 474, 25, 189]"
1500000US170318046083,"Block Group 3, Census Tract 8046.08",1172,1016,70,86,"[1172, 1016, 70, 86]"
1500000US170318046091,"Block Group 1, Census Tract 8046.09",1467,1309,62,96,"[1467, 1309, 62, 96]"
1500000US170318046092,"Block Group 2, Census Tract 8046.09",1142,987,53,102,"[1142, 987, 53, 102]"
1500000US170318046093,"Block Group 3, Census Tract 8046.09",1173,1068,35,70,"[1173, 1068, 35, 70]"
1500000US170318046101,"Block Group 1, Census Tract 8046.10",1291,1156,36,99,"[1291, 1156, 36, 99]"
1500000US170318046102,"Block Group 2, Census Tract 8046.10",583,520,9,54,"[583, 520, 9, 54]"
1500000US170318046111,"Block Group 1, Census Tract 8046.11",1271,1152,35,84,"[1271, 1152, 35, 84]"
1500000US170318046112,"Block Group 2, Census Tract 8046.11",1558,1426,46,86,"[1558, 1426, 46, 86]"
1500000US170318046113,"Block Group 3, Census Tract 8046.11",1015,979,2,34,"[1015, 979, 2, 34]"
1500000US170318047011,"Block Group 1, Census Tract 8047.01",1002,442,243,317,"[1002, 442, 243, 317]"
1500000US170318047012,"Block Group 2, Census Tract 8047.01",1163,517,232,414,"[1163, 517, 232, 414]"
1500000US170318047013,"Block Group 3, Census Tract 8047.01",1822,1465,95,262,"[1822, 1465, 95, 262]"
1500000US170318047014,"Block Group 4, Census Tract 8047.01",1272,838,150,284,"[1272, 838, 150, 284]"
1500000US170318047051,"Block Group 1, Census Tract 8047.05",932,748,37,147,"[932, 748, 37, 147]"
1500000US170318047052,"Block Group 2, Census Tract 8047.05",1349,660,222,467,"[1349, 660, 222, 467]"
1500000US170318047053,"Block Group 3, Census Tract 8047.05",855,696,67,92,"[855, 696, 67, 92]"
1500000US170318047061,"Block Group 1, Census Tract 8047.06",1275,1135,35,105,"[1275, 1135, 35, 105]"
1500000US170318047062,"Block Group 2, Census Tract 8047.06",853,738,27,88,"[853, 738, 27, 88]"
1500000US170318047091,"Block Group 1, Census Tract 8047.09",738,402,69,267,"[738, 402, 69, 267]"
1500000US170318047092,"Block Group 2, Census Tract 8047.09",1236,701,170,365,"[1236, 701, 170, 365]"
1500000US170318047093,"Block Group 3, Census Tract 8047.09",1061,1029,2,30,"[1061, 1029, 2, 30]"
1500000US170318047094,"Block Group 4, Census Tract 8047.09",984,730,61,193,"[984, 730, 61, 193]"
1500000US170318047095,"Block Group 5, Census Tract 8047.09",1166,910,62,194,"[1166, 910, 62, 194]"
1500000US170318047101,"Block Group 1, Census Tract 8047.10",979,905,22,52,"[979, 905, 22, 52]"
1500000US170318047102,"Block Group 2, Census Tract 8047.10",1041,822,36,183,"[1041, 822, 36, 183]"
1500000US170318047103,"Block Group 3, Census Tract 8047.10",1124,938,60,126,"[1124, 938, 60, 126]"
1500000US170318047104,"Block Group 4, Census Tract 8047.10",717,614,25,78,"[717, 614, 25, 78]"
1500000US170318047111,"Block Group 1, Census Tract 8047.11",1940,668,351,921,"[1940, 668, 351, 921]"
1500000US170318047112,"Block Group 2, Census Tract 8047.11",726,537,56,133,"[726, 537, 56, 133]"
1500000US170318047113,"Block Group 3, Census Tract 8047.11",1978,1547,142,289,"[1978, 1547, 142, 289]"
1500000US170318047114,"Block Group 4, Census Tract 8047.11",895,541,84,270,"[895, 541, 84, 270]"
1500000US170318047121,"Block Group 1, Census Tract 8047.12",1556,940,191,425,"[1556, 940, 191, 425]"
1500000US170318047122,"Block Group 2, Census Tract 8047.12",900,806,22,72,"[900, 806, 22, 72]"
1500000US170318047123,"Block Group 3, Census Tract 8047.12",1963,1855,33,75,"[1963, 1855, 33, 75]"
1500000US170318047131,"Block Group 1, Census Tract 8047.13",950,723,98,129,"[950, 723, 98, 129]"
1500000US170318047132,"Block Group 2, Census Tract 8047.13",1057,767,126,164,"[1057, 767, 126, 164]"
1500000US170318047133,"Block Group 3, Census Tract 8047.13",578,508,12,58,"[578, 508, 12, 58]"
1500000US170318047134,"Block Group 4, Census Tract 8047.13",668,569,12,87,"[668, 569, 12, 87]"
1500000US170318047141,"Block Group 1, Census Tract 8047.14",878,672,78,128,"[878, 672, 78, 128]"
1500000US170318047142,"Block Group 2, Census Tract 8047.14",1054,926,12,116,"[1054, 926, 12, 116]"
1500000US170318047143,"Block Group 3, Census Tract 8047.14",1126,922,30,174,"[1126, 922, 30, 174]"
1500000US170318047151,"Block Group 1, Census Tract 8047.15",1443,608,131,704,"[1443, 608, 131, 704]"
1500000US170318047152,"Block Group 2, Census Tract 8047.15",972,387,102,483,"[972, 387, 102, 483]"
1500000US170318047161,"Block Group 1, Census Tract 8047.16",1054,938,21,95,"[1054, 938, 21, 95]"
1500000US170318047162,"Block Group 2, Census Tract 8047.16",1480,1115,117,248,"[1480, 1115, 117, 248]"
1500000US170318047163,"Block Group 3, Census Tract 8047.16",1230,466,52,712,"[1230, 466, 52, 712]"
1500000US170318048031,"Block Group 1, Census Tract 8048.03",1066,960,37,69,"[1066, 960, 37, 69]"
1500000US170318048032,"Block Group 2, Census Tract 8048.03",1232,1094,19,119,"[1232, 1094, 19, 119]"
1500000US170318048033,"Block Group 3, Census Tract 8048.03",2189,1809,104,276,"[2189, 1809, 104, 276]"
1500000US170318048041,"Block Group 1, Census Tract 8048.04",1180,731,50,399,"[1180, 731, 50, 399]"
1500000US170318048042,"Block Group 2, Census Tract 8048.04",1947,1482,138,327,"[1947, 1482, 138, 327]"
1500000US170318048043,"Block Group 3, Census Tract 8048.04",861,458,25,378,"[861, 458, 25, 378]"
1500000US170318048044,"Block Group 4, Census Tract 8048.04",1431,1292,44,95,"[1431, 1292, 44, 95]"
1500000US170318048051,"Block Group 1, Census Tract 8048.05",1475,1183,98,194,"[1475, 1183, 98, 194]"
1500000US170318048052,"Block Group 2, Census Tract 8048.05",845,646,34,165,"[845, 646, 34, 165]"
1500000US170318048053,"Block Group 3, Census Tract 8048.05",1286,1103,44,139,"[1286, 1103, 44, 139]"
1500000US170318048054,"Block Group 4, Census Tract 8048.05",2373,1984,68,321,"[2373, 1984, 68, 321]"
1500000US170318048061,"Block Group 1, Census Tract 8048.06",719,438,66,215,"[719, 438, 66, 215]"
1500000US170318048062,"Block Group 2, Census Tract 8048.06",991,675,41,275,"[991, 675, 41, 275]"
1500000US170318048063,"Block Group 3, Census Tract 8048.06",1487,672,232,583,"[1487, 672, 232, 583]"
1500000US170318048071,"Block Group 1, Census Tract 8048.07",844,773,18,53,"[844, 773, 18, 53]"
1500000US170318048072,"Block Group 2, Census Tract 8048.07",806,766,3,37,"[806, 766, 3, 37]"
1500000US170318048073,"Block Group 3, Census Tract 8048.07",1764,1219,130,415,"[1764, 1219, 130, 415]"
1500000US170318048074,"Block Group 4, Census Tract 8048.07",1122,1007,31,84,"[1122, 1007, 31, 84]"
1500000US170318048081,"Block Group 1, Census Tract 8048.08",635,589,8,38,"[635, 589, 8, 38]"
1500000US170318048082,"Block Group 2, Census Tract 8048.08",966,884,6,76,"[966, 884, 6, 76]"
1500000US170318048083,"Block Group 3, Census Tract 8048.08",751,694,5,52,"[751, 694, 5, 52]"
1500000US170318048091,"Block Group 1, Census Tract 8048.09",1256,1101,28,127,"[1256, 1101, 28, 127]"
1500000US170318048092,"Block Group 2, Census Tract 8048.09",1555,1458,29,68,"[1555, 1458, 29, 68]"
1500000US170318048093,"Block Group 3, Census Tract 8048.09",999,921,21,57,"[999, 921, 21, 57]"
1500000US170318048101,"Block Group 1, Census Tract 8048.10",1020,910,45,65,"[1020, 910, 45, 65]"
1500000US170318048102,"Block Group 2, Census Tract 8048.10",899,835,8,56,"[899, 835, 8, 56]"
1500000US170318048103,"Block Group 3, Census Tract 8048.10",2335,2023,140,172,"[2335, 2023, 140, 172]"
1500000US170318048104,"Block Group 4, Census Tract 8048.10",1588,1134,100,354,"[1588, 1134, 100, 354]"
1500000US170318049011,"Block Group 1, Census Tract 8049.01",1414,1351,6,57,"[1414, 1351, 6, 57]"
1500000US170318049012,"Block Group 2, Census Tract 8049.01",860,815,1,44,"[860, 815, 1, 44]"
1500000US170318049013,"Block Group 3, Census Tract 8049.01",1284,1159,21,104,"[1284, 1159, 21, 104]"
1500000US170318049014,"Block Group 4, Census Tract 8049.01",704,608,28,68,"[704, 608, 28, 68]"
1500000US170318049015,"Block Group 5, Census Tract 8049.01",1160,1089,17,54,"[1160, 1089, 17, 54]"
1500000US170318049016,"Block Group 6, Census Tract 8049.01",810,778,1,31,"[810, 778, 1, 31]"
1500000US170318049021,"Block Group 1, Census Tract 8049.02",1168,1111,5,52,"[1168, 1111, 5, 52]"
1500000US170318049022,"Block Group 2, Census Tract 8049.02",1049,928,23,98,"[1049, 928, 23, 98]"
1500000US170318049023,"Block Group 3, Census Tract 8049.02",772,639,14,119,"[772, 639, 14, 119]"
1500000US170318049024,"Block Group 4, Census Tract 8049.02",1137,1025,9,103,"[1137, 1025, 9, 103]"
1500000US170318049025,"Block Group 5, Census Tract 8049.02",614,546,11,57,"[614, 546, 11, 57]"
1500000US170318050011,"Block Group 1, Census Tract 8050.01",877,840,6,31,"[877, 840, 6, 31]"
1500000US170318050012,"Block Group 2, Census Tract 8050.01",1010,966,7,37,"[1010, 966, 7, 37]"
1500000US170318050013,"Block Group 3, Census Tract 8050.01",1586,1488,3,95,"[1586, 1488, 3, 95]"
1500000US170318050014,"Block Group 4, Census Tract 8050.01",1016,967,2,47,"[1016, 967, 2, 47]"
1500000US170318050021,"Block Group 1, Census Tract 8050.02",1519,1284,46,189,"[1519, 1284, 46, 189]"
1500000US170318050022,"Block Group 2, Census Tract 8050.02",1435,1210,60,165,"[1435, 1210, 60, 165]"
1500000US170318050023,"Block Group 3, Census Tract 8050.02",1041,688,79,274,"[1041, 688, 79, 274]"
1500000US170318050024,"Block Group 4, Census Tract 8050.02",774,191,39,544,"[774, 191, 39, 544]"
1500000US170318050025,"Block Group 5, Census Tract 8050.02",909,631,62,216,"[909, 631, 62, 216]"
1500000US170318051051,"Block Group 1, Census Tract 8051.05",2928,509,36,2383,"[2928, 509, 36, 2383]"
1500000US170318051052,"Block Group 2, Census Tract 8051.05",967,596,92,279,"[967, 596, 92, 279]"
1500000US170318051053,"Block Group 3, Census Tract 8051.05",1351,895,56,400,"[1351, 895, 56, 400]"
1500000US170318051054,"Block Group 4, Census Tract 8051.05",1450,846,36,568,"[1450, 846, 36, 568]"
1500000US170318051061,"Block Group 1, Census Tract 8051.06",1004,901,34,69,"[1004, 901, 34, 69]"
1500000US170318051062,"Block Group 2, Census Tract 8051.06",1487,1451,9,27,"[1487, 1451, 9, 27]"
